image_id,c,s
img_001877,0.22168,0.022186
img_001878,0.332642,0.0
img_001879,0.433502,0.022888
img_001880,0.333984,0.0
img_001881,0.358658,0.0
img_001882,0.402405,0.060013
img_001883,0.381195,0.022858
img_001884,0.381882,0.025818
img_001885,0.290894,0.059311
img_001886,0.3582,0.0
img_001887,0.323792,0.0
img_001888,0.182968,0.050797
img_001889,0.336304,0.005997
img_001890,0.448898,0.012787
img_001891,0.459702,0.01947
img_001892,0.360138,0.074356
img_001893,0.469528,0.086517
img_001894,0.470993,0.015793
img_001895,0.219894,0.021805
img_001896,0.237274,0.108093
img_001897,0.304398,0.032013
img_001898,0.336014,0.033615
img_001899,0.449997,0.019226
img_001900,0.295609,0.025986
img_001901,0.357681,0.015671
img_001902,0.363815,0.056931
img_001903,0.466049,0.029099
img_001904,0.253143,0.07225
img_001905,0.40976,0.088333
img_001906,0.247253,0.008011
img_001907,0.337555,0.091232
img_001908,0.24939,0.026398
img_001909,0.486954,0.021713
img_001910,0.281143,0.096817
img_001911,0.435181,0.049988
img_001912,0.409561,0.049591
img_001913,0.403,0.0
img_001914,0.217346,0.107529
img_001915,0.482239,0.042572
img_001916,0.478836,0.02626
img_001917,0.377014,0.0
img_001918,0.371918,0.041595
img_001919,0.299896,0.0
img_001920,0.251694,0.027435
img_001921,0.34259,0.01001
img_001922,0.290924,0.03392
img_001923,0.358795,0.044662
img_001924,0.374527,0.029053
img_001925,0.267731,0.10675
img_001926,0.452179,0.039841
img_001927,0.235855,0.074905
img_001928,0.32196,0.01004
img_001929,0.451614,0.029572
img_001930,0.28981,0.013412
img_001931,0.288071,0.093018
img_001932,0.301071,0.027786
img_001933,0.317657,0.086212
img_001934,0.397827,0.0
img_001935,0.324448,0.038727
img_001936,0.406128,0.012924
img_001937,0.241196,0.019028
img_001938,0.395981,0.040573
img_001939,0.43045,0.002945
img_001940,0.410278,0.045334
img_001941,0.300613,0.058167
img_001942,0.248962,0.029922
img_001943,0.342728,0.012878
img_001944,0.452545,0.006638
img_001945,0.239624,0.001083
img_001946,0.250397,0.05687
img_001947,0.329163,0.056335
img_001948,0.431198,0.02713
img_001949,0.476532,0.005325
img_001950,0.396729,0.085052
img_001951,0.261383,0.052658
img_001952,0.466385,0.0
img_001953,0.348923,0.112686
img_001954,0.232712,0.140656
img_001955,0.232651,0.098404
img_001956,0.455017,0.003937
img_001957,0.489944,0.046112
img_001958,0.263992,0.067551
img_001959,0.310028,0.030914
img_001960,0.284271,0.0
img_001961,0.322159,0.103424
img_001962,0.359467,0.037354
img_001963,0.475128,0.012726
img_001964,0.291931,0.042694
img_001965,0.472046,0.018509
img_001966,0.218506,0.026672
img_001967,0.324265,0.087402
img_001968,0.467484,0.028152
img_001969,0.384659,0.032379
img_001970,0.218658,0.100342
img_001971,0.237366,0.146805
img_001972,0.387924,0.027695
img_001973,0.261108,0.060837
img_001974,0.423508,0.02803
img_001975,0.318665,0.025589
img_001976,0.435593,0.048676
img_001977,0.393799,0.040192
img_001978,0.316727,0.023682
img_001979,0.441193,0.022949
img_001980,0.505142,0.036407
img_001981,0.248871,0.036407
img_001982,0.25856,0.109711
img_001983,0.435104,0.035461
img_001984,0.45929,0.039978
img_001985,0.462387,0.044724
img_001986,0.309875,0.0
img_001987,0.239853,0.070374
img_001988,0.212051,0.113281
img_001989,0.308304,0.0
img_001990,0.463501,0.028397
img_001991,0.47467,0.059708
img_001992,0.470215,0.019501
img_001993,0.207825,0.0
img_001994,0.301041,0.127975
img_001995,0.416534,0.104034
img_001996,0.425903,0.032074
img_001997,0.301224,0.077759
img_001998,0.455048,0.023956
img_001999,0.342453,0.086761
img_002000,0.388275,0.04393
img_002001,0.30191,0.044693
img_002002,0.246811,0.010895
img_002003,0.388962,0.088608
img_002004,0.234436,0.111465
img_002005,0.293411,0.112976
img_002006,0.211472,0.072174
img_002007,0.263885,0.044632
img_002008,0.296387,0.107529
img_002009,0.424606,0.021271
img_002010,0.38736,0.00499
img_002011,0.478485,0.01651
img_002012,0.310837,0.053177
img_002013,0.365921,0.055786
img_002014,0.202103,0.009949
img_002015,0.329056,0.034271
img_002016,0.220825,0.066589
img_002017,0.489517,0.00647
img_002018,0.296951,0.029053
img_002019,0.470627,0.048035
img_002020,0.346161,0.011017
img_002021,0.271698,0.0
img_002022,0.278976,0.060638
img_002023,0.242096,0.0504
img_002024,0.386719,0.061554
img_002025,0.409744,0.056976
img_002026,0.206589,0.0
img_002027,0.279053,0.096344
img_002028,0.213959,0.051727
img_002029,0.358887,0.075012
img_002030,0.295547,0.012329
img_002031,0.252518,0.020981
img_002032,0.402359,0.047485
img_002033,0.417114,0.02504
img_002034,0.494766,0.023392
img_002035,0.391891,0.090042
img_002036,0.353973,0.024277
img_002037,0.340439,0.034363
img_002038,0.315536,0.116394
img_002039,0.499268,0.034042
img_002040,0.505432,0.071716
img_002041,0.378952,0.006943
img_002042,0.449829,0.0
img_002043,0.234772,0.075882
img_002044,0.401932,0.018356
img_002045,0.358719,0.032852
img_002046,0.490479,0.007599
img_002047,0.502594,0.057922
img_002048,0.37117,0.055618
img_002049,0.355911,0.0
img_002050,0.378464,0.074478
img_002051,0.453018,0.032944
img_002052,0.453583,0.0
img_002053,0.388428,0.035233
img_002054,0.425049,0.0
img_002055,0.324036,0.032059
img_002056,0.324402,0.015884
img_002057,0.35997,0.030045
img_002058,0.367691,0.067505
img_002059,0.383057,0.016266
img_002060,0.203094,0.069489
img_002061,0.338013,0.0
img_002062,0.167816,0.044571
img_002063,0.380142,0.026627
img_002064,0.317352,0.055252
img_002065,0.35495,0.0
img_002066,0.221634,0.026779
img_002067,0.235275,0.0
img_002068,0.469345,0.018631
img_002069,0.309082,0.036179
img_002070,0.445145,0.032867
img_002071,0.414108,0.065491
img_002072,0.350632,0.027054
img_002073,0.276199,0.053635
img_002074,0.384827,0.054489
img_002075,0.293259,0.043961
img_002076,0.227493,0.01535
img_002077,0.224319,0.051865
img_002078,0.249878,0.143616
img_002079,0.413437,0.011292
img_002080,0.314499,0.060349
img_002081,0.410004,0.002258
img_002082,0.285889,0.072662
img_002083,0.296478,0.067841
img_002084,0.452255,0.05191
img_002085,0.322968,0.043442
img_002086,0.454422,0.01062
img_002087,0.203094,0.0
img_002088,0.486954,0.010422
img_002089,0.474548,0.042847
img_002090,0.369598,0.049164
img_002091,0.37114,0.08548
img_002092,0.483444,0.024048
img_002093,0.470932,0.024033
img_002094,0.224472,0.0
img_002095,0.302673,0.018265
img_002096,0.474319,0.042038
img_002097,0.47197,0.0
img_002098,0.433548,0.024124
img_002099,0.40538,0.040527
img_002100,0.37825,0.0
img_002101,0.418762,0.030685
img_002102,0.333893,0.009094
img_002103,0.320465,0.0
img_002104,0.467667,0.007965
img_002105,0.27388,0.108032
img_002106,0.280945,0.05426
img_002107,0.538116,0.056641
img_002108,0.314011,0.018539
img_002109,0.278229,0.0
img_002110,0.365845,0.088638
img_002111,0.443069,0.0
img_002112,0.345551,0.117874
img_002113,0.298477,0.013046
img_002114,0.256943,0.019348
img_002115,0.422363,0.015396
img_002116,0.370193,0.027298
img_002117,0.218765,0.061844
img_002118,0.496414,0.0
img_002119,0.329453,0.037445
img_002120,0.508926,0.008575
img_002121,0.327515,0.020645
img_002122,0.197525,0.067398
img_002123,0.366013,0.04213
img_002124,0.412033,0.042862
img_002125,0.397507,0.082565
img_002126,0.268402,0.075775
img_002127,0.311371,0.0
img_002128,0.410416,0.010376
img_002129,0.420853,0.095444
img_002130,0.246429,0.060669
img_002131,0.18663,0.101913
img_002132,0.203766,0.077118
img_002133,0.224213,0.11673
img_002134,0.307907,0.0
img_002135,0.228989,0.10202
img_002136,0.385696,0.002518
img_002137,0.291916,0.079208
img_002138,0.354782,0.02977
img_002139,0.422302,0.007462
img_002140,0.386398,0.092575
img_002141,0.489929,0.0
img_002142,0.404099,0.03215
img_002143,0.499634,0.057297
img_002144,0.45462,0.022491
img_002145,0.296021,0.059738
img_002146,0.277542,0.079254
img_002147,0.357941,0.0
img_002148,0.365631,0.022446
img_002149,0.415817,0.077499
img_002150,0.397934,0.063324
img_002151,0.281052,0.105545
img_002152,0.265656,0.064209
img_002153,0.261856,0.076935
img_002154,0.309464,0.048553
img_002155,0.239594,0.046204
img_002156,0.196594,0.120514
img_002157,0.255081,0.015289
img_002158,0.171402,0.043457
img_002159,0.40654,0.017731
img_002160,0.298874,0.049927
img_002161,0.382507,0.0
img_002162,0.288315,0.041443
img_002163,0.23143,0.062134
img_002164,0.392303,0.040695
img_002165,0.256378,0.08165
img_002166,0.283997,0.020096
img_002167,0.271896,0.049072
img_002168,0.469101,0.002014
img_002169,0.399551,0.042984
img_002170,0.230453,0.065903
img_002171,0.491409,0.028656
img_002172,0.359055,0.0
img_002173,0.458374,0.051163
img_002174,0.206512,0.078552
img_002175,0.21962,0.055435
img_002176,0.23407,0.019791
img_002177,0.406723,0.06427
img_002178,0.438049,0.021637
img_002179,0.363525,0.013397
img_002180,0.235596,0.021378
img_002181,0.430832,0.059448
img_002182,0.252075,0.069122
img_002183,0.327698,0.032303
img_002184,0.244431,0.070023
img_002185,0.499451,0.019287
img_002186,0.272339,0.107178
img_002187,0.424088,0.069229
img_002188,0.425201,0.0
img_002189,0.424957,0.047958
img_002190,0.436768,0.008835
img_002191,0.238724,0.032196
img_002192,0.397385,0.060379
img_002193,0.312561,0.0
img_002194,0.455719,0.084641
img_002195,0.333221,0.049866
img_002196,0.360397,0.061417
img_002197,0.489639,0.052246
img_002198,0.318939,0.046585
img_002199,0.346848,0.090256
img_002200,0.435562,0.010223
img_002201,0.300308,0.106567
img_002202,0.47525,0.015228
img_002203,0.437759,0.0
img_002204,0.470123,0.036682
img_002205,0.328201,0.09346
img_002206,0.249573,0.050751
img_002207,0.451721,0.105179
img_002208,0.314011,0.0
img_002209,0.43486,0.070251
img_002210,0.439804,0.0
img_002211,0.282211,0.04747
img_002212,0.393921,0.0
img_002213,0.187836,0.066315
img_002214,0.451309,0.01918
img_002215,0.268295,0.036316
img_002216,0.287842,0.059494
img_002217,0.373276,0.048981
img_002218,0.33992,0.015549
img_002219,0.453476,0.037415
img_002220,0.385971,0.016266
img_002221,0.40036,0.048904
img_002222,0.247025,0.099564
img_002223,0.291595,0.016953
img_002224,0.414642,0.010147
img_002225,0.247787,0.019592
img_002226,0.433823,0.072144
img_002227,0.27919,0.033981
img_002228,0.222885,0.047409
img_002229,0.235977,0.031342
img_002230,0.236679,0.01004
img_002231,0.406387,0.051651
img_002232,0.466003,0.009674
img_002233,0.18689,0.080872
img_002234,0.264526,0.082977
img_002235,0.472916,0.012985
img_002236,0.251175,0.030991
img_002237,0.482986,0.02063
img_002238,0.489014,0.012207
img_002239,0.21843,0.0
img_002240,0.346054,0.009598
img_002241,0.421112,0.062744
img_002242,0.318634,0.033524
img_002243,0.378693,0.058945
img_002244,0.510895,0.029037
img_002245,0.436386,0.037338
img_002246,0.417542,0.012451
img_002247,0.292114,0.022583
img_002248,0.375229,0.035172
img_002249,0.299255,0.05455
img_002250,0.450943,0.008148
img_002251,0.328506,0.020752
img_002252,0.346481,0.02536
img_002253,0.298248,0.039246
img_002254,0.286331,0.120621
img_002255,0.459961,0.012741
img_002256,0.512604,0.0
img_002257,0.477798,0.026321
img_002258,0.252808,0.035522
img_002259,0.411102,0.033829
img_002260,0.384354,0.025528
img_002261,0.261261,0.057846
img_002262,0.472595,0.036469
img_002263,0.443848,0.047653
img_002264,0.441391,0.042236
img_002265,0.260712,0.013779
img_002266,0.387573,0.026794
img_002267,0.309265,0.022675
img_002268,0.411545,0.0
img_002269,0.37558,0.017838
img_002270,0.439255,0.06485
img_002271,0.439499,0.047058
img_002272,0.391296,0.009903
img_002273,0.355804,0.039291
img_002274,0.237198,0.020172
img_002275,0.349365,0.065826
img_002276,0.414536,0.006241
img_002277,0.26004,0.034103
img_002278,0.297867,0.069031
img_002279,0.212234,0.034622
img_002280,0.328629,0.009293
img_002281,0.468979,0.027191
img_002282,0.30777,0.079025
img_002283,0.198776,0.029114
img_002284,0.253281,0.010025
img_002285,0.291351,0.097504
img_002286,0.43399,0.0
img_002287,0.385162,0.0
img_002288,0.304565,0.014969
img_002289,0.363098,0.026291
img_002290,0.347946,0.028915
img_002291,0.467178,0.081696
img_002292,0.419647,0.034195
img_002293,0.483429,0.041046
img_002294,0.341217,0.033279
img_002295,0.386765,0.033752
img_002296,0.346161,0.0
img_002297,0.464249,0.086304
img_002298,0.362061,0.027191
img_002299,0.399246,0.014236
img_002300,0.407394,0.015701
img_002301,0.380325,0.072388
img_002302,0.41333,0.045273
img_002303,0.409912,0.037506
img_002304,0.435318,0.018951
img_002305,0.421143,0.013992
img_002306,0.292252,0.084824
img_002307,0.426788,0.039932
img_002308,0.230392,0.034714
img_002309,0.292557,0.076752
img_002310,0.29155,0.061615
img_002311,0.256866,0.0
img_002312,0.231186,0.056702
img_002313,0.441666,0.0065
img_002314,0.501801,0.0
img_002315,0.498734,0.06456
img_002316,0.375443,0.020889
img_002317,0.417587,0.012634
img_002318,0.208801,0.03508
img_002319,0.175568,0.045593
img_002320,0.226471,0.039001
img_002321,0.316498,0.035706
img_002322,0.368057,0.046127
img_002323,0.2267,0.091049
img_002324,0.50386,0.027466
img_002325,0.505173,0.035736
img_002326,0.429459,0.062469
img_002327,0.387772,0.012787
img_002328,0.487518,0.042542
img_002329,0.39772,0.092117
img_002330,0.35527,0.044601
img_002331,0.453232,0.052841
img_002332,0.423538,0.087692
img_002333,0.282562,0.030167
img_002334,0.355301,0.075378
img_002335,0.498184,0.042145
img_002336,0.297897,0.047577
img_002337,0.195618,0.043961
img_002338,0.285141,0.056046
img_002339,0.397064,0.030167
img_002340,0.363846,0.046188
img_002341,0.276978,0.077484
img_002342,0.364807,0.0354
img_002343,0.521637,0.027847
img_002344,0.334,0.024185
img_002345,0.229187,0.028687
img_002346,0.369202,0.055954
img_002347,0.284988,0.085129
img_002348,0.438782,0.002808
img_002349,0.50769,0.022751
img_002350,0.395447,0.047134
img_002351,0.386459,0.034164
img_002352,0.494919,0.029266
img_002353,0.336716,0.055099
img_002354,0.471832,0.022354
img_002355,0.460266,0.005066
img_002356,0.246109,0.083725
img_002357,0.370102,0.061737
img_002358,0.331497,0.071259
img_002359,0.223969,0.104095
img_002360,0.372635,0.0
img_002361,0.407654,0.035522
img_002362,0.495438,0.052582
img_002363,0.347946,0.046082
img_002364,0.3983,0.021194
img_002365,0.418961,0.0
img_002366,0.446655,0.015961
img_002367,0.334015,0.093903
img_002368,0.366348,0.0
img_002369,0.443115,0.033737
img_002370,0.242386,0.03801
img_002371,0.447586,0.007004
img_002372,0.205933,0.0
img_002373,0.368317,0.007019
img_002374,0.273056,0.034042
img_002375,0.334915,0.077118
img_002376,0.457413,0.036652
img_002377,0.301605,0.042816
img_002378,0.505936,0.031616
img_002379,0.44957,0.029449
img_002380,0.475418,0.022156
img_002381,0.314941,0.037628
img_002382,0.356674,0.009384
img_002383,0.264923,0.056564
img_002384,0.315506,0.04509
img_002385,0.393936,0.0
img_002386,0.34874,0.048386
img_002387,0.421509,0.026367
img_002388,0.378082,0.029144
img_002389,0.430161,0.00528
img_002390,0.230484,0.044998
img_002391,0.310287,0.050278
img_002392,0.348694,0.030853
img_002393,0.431503,0.009003
img_002394,0.464645,0.024628
img_002395,0.455521,0.068298
img_002396,0.443069,0.054993
img_002397,0.487411,0.029922
img_002398,0.454849,0.057663
img_002399,0.336105,0.048828
img_002400,0.353088,0.026627
img_002401,0.424225,0.054092
img_002402,0.297943,0.045349
img_002403,0.378357,0.026794
img_002404,0.43219,0.034225
img_002405,0.351028,0.063461
img_002406,0.339081,0.044891
img_002407,0.431213,0.039749
img_002408,0.233521,0.01796
img_002409,0.302383,0.083664
img_002410,0.221085,0.083633
img_002411,0.337799,0.049072
img_002412,0.234161,0.005493
img_002413,0.443817,0.039963
img_002414,0.451126,0.011032
img_002415,0.467758,0.028458
img_002416,0.257019,0.126877
img_002417,0.362411,0.014801
img_002418,0.333145,0.016022
img_002419,0.249786,0.062347
img_002420,0.328445,0.096451
img_002421,0.403976,0.037964
img_002422,0.531662,0.004318
img_002423,0.427551,0.037231
img_002424,0.45813,0.069168
img_002425,0.352402,0.019958
img_002426,0.297501,0.069656
img_002427,0.32518,0.0
img_002428,0.284668,0.081436
img_002429,0.397308,0.02623
img_002430,0.515915,0.027206
img_002431,0.315964,0.023499
img_002432,0.336594,0.022095
img_002433,0.400574,0.051056
img_002434,0.320465,0.061432
img_002435,0.49382,0.027634
img_002436,0.266556,0.041885
img_002437,0.468994,0.030014
img_002438,0.297333,0.065033
img_002439,0.46846,0.008881
img_002440,0.337296,0.067642
img_002441,0.401947,0.036896
img_002442,0.404602,0.082428
img_002443,0.325912,0.055969
img_002444,0.407593,0.042877
img_002445,0.375015,0.049606
img_002446,0.525253,0.035721
img_002447,0.428101,0.069717
img_002448,0.401306,0.072983
img_002449,0.306717,0.065521
img_002450,0.366272,0.059662
img_002451,0.298615,0.066528
img_002452,0.377594,0.011948
img_002453,0.417099,0.030411
img_002454,0.364014,0.059769
img_002455,0.370316,0.0
img_002456,0.431412,0.009918
img_002457,0.314072,0.041595
img_002458,0.483047,0.0
img_002459,0.269623,0.035706
img_002460,0.407135,0.037125
img_002461,0.50087,0.082626
img_002462,0.505249,0.060913
img_002463,0.473419,0.027069
img_002464,0.403931,0.045044
img_002465,0.261993,0.043274
img_002466,0.233002,0.027466
img_002467,0.4263,0.0
img_002468,0.461014,0.003372
img_002469,0.460648,0.040237
img_002470,0.203094,0.082535
img_002471,0.305344,0.0
img_002472,0.478348,0.018005
img_002473,0.324997,0.032562
img_002474,0.444916,0.037949
img_002475,0.416977,0.106354
img_002476,0.539337,0.067032
img_002477,0.211075,0.065262
img_002478,0.189377,0.014709
img_002479,0.511841,0.0
img_002480,0.369446,0.02095
img_002481,0.417511,0.020676
img_002482,0.418121,0.018311
img_002483,0.341934,0.0
img_002484,0.32312,0.082748
img_002485,0.427933,0.030228
img_002486,0.36142,0.12001
img_002487,0.274017,0.051788
img_002488,0.337479,0.090057
img_002489,0.432892,0.01973
img_002490,0.241226,0.013428
img_002491,0.266449,0.062469
img_002492,0.249634,0.057663
img_002493,0.291611,0.021072
img_002494,0.428955,0.025024
img_002495,0.27626,0.08551
img_002496,0.348816,0.038147
img_002497,0.510132,0.002563
img_002498,0.413376,0.078049
img_002499,0.359467,0.035187
img_002500,0.329605,0.037338
